DATAFLOW,LAST UPDATE,freq,product,consom,unit,tax,currency,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_PC_204_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Electrical energy,Households - Dc (annual consumption: 3 500 kWh of which night 1 300),Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),2006-S1,0.1094,,
ESTAT:NRG_PC_204_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Electrical energy,Households - Dc (annual consumption: 3 500 kWh of which night 1 300),Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),2006-S2,0.1134,,
ESTAT:NRG_PC_204_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Electrical energy,Households - Dc (annual consumption: 3 500 kWh of which night 1 300),Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),2007-S1,0.1205,,
ESTAT:NRG_PC_204_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Electrical energy,Households - Dc (annual consumption: 3 500 kWh of which night 1 300),Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),2007-S2,0.1225,p,
ESTAT:NRG_PC_204_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Electrical energy,Households - Dc (annual consumption: 3 500 kWh of which night 1 300),Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 25 countries (2004-2006),2004-S1,0.1002,,
ESTAT:NRG_PC_204_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Electrical energy,Households - Dc (annual consumption: 3 500 kWh of which night 1 300),Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 25 countries (2004-2006),2004-S2,0.1003,,
ESTAT:NRG_PC_204_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Electrical energy,Households - Dc (annual consumption: 3 500 kWh of which night 1 300),Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 25 countries (2004-2006),2005-S1,0.1023,,
ESTAT:NRG_PC_204_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Electrical energy,Households - Dc (annual consumption: 3 500 kWh of which night 1 300),Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 25 countries (2004-2006),2005-S2,0.1037,,
ESTAT:NRG_PC_204_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Electrical energy,Households - Dc (annual consumption: 3 500 kWh of which night 1 300),Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 25 countries (2004-2006),2006-S1,0.1077,,
ESTAT:NRG_PC_204_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Electrical energy,Households - Dc (annual consumption: 3 500 kWh of which night 1 300),Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 25 countries (2004-2006),2006-S2,0.1111,,
ESTAT:NRG_PC_204_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Electrical energy,Households - Dc (annual consumption: 3 500 kWh of which night 1 300),Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 25 countries (2004-2006),2007-S1,0.1183,,
ESTAT:NRG_PC_204_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Electrical energy,Households - Dc (annual consumption: 3 500 kWh of which night 1 300),Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (2007-2013),2005-S1,0.1013,,
ESTAT:NRG_PC_204_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Electrical energy,Households - Dc (annual consumption: 3 500 kWh of which night 1 300),Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (2007-2013),2005-S2,0.1029,,
ESTAT:NRG_PC_204_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Electrical energy,Households - Dc (annual consumption: 3 500 kWh of which night 1 300),Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (2007-2013),2006-S1,0.1068,,
ESTAT:NRG_PC_204_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Electrical energy,Households - Dc (annual consumption: 3 500 kWh of which night 1 300),Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (2007-2013),2006-S2,0.1101,,
ESTAT:NRG_PC_204_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Electrical energy,Households - Dc (annual consumption: 3 500 kWh of which night 1 300),Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (2007-2013),2007-S1,0.1173,,
ESTAT:NRG_PC_204_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Electrical energy,Households - Dc (annual consumption: 3 500 kWh of which night 1 300),Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (2007-2013),2007-S2,0.1195,p,
