DATAFLOW,LAST UPDATE,freq,quantile,indic_il,currency,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,Germany,2005,16393,b,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,Germany,2006,15663,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,Germany,2007,17777,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,Germany,2008,18309,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,Germany,2009,18586,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,Germany,2010,18797,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,Germany,2011,19043,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,Germany,2012,19595,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,Germany,2013,19582,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,Germany,2014,19733,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,Germany,2015,20668,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,Germany,2016,21275,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,Germany,2017,21920,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,Germany,2018,22713,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,Germany,2019,23515,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,Germany,2020,26008,b,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,Germany,2021,24946,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,Germany,2022,24925,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,Germany,2023,26274,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,Germany,2024,27619,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,Germany,2025,28913,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2008,14619,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2009,14776,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2010,14838,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2011,14961,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2012,15456,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,15432,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2014,15791,e,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,16136,e,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,16525,e,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,16889,e,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,17667,e,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Fifth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,17862,e,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,1995,15193,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,1996,16019,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,1997,16339,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,1998,15991,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,1999,16254,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,2000,16872,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,2001,17315,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,2005,18053,b,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,2006,17183,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,2007,19908,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,2008,20595,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,2009,20935,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,2010,21141,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,2011,21568,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,2012,22148,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,2013,22157,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,2014,22523,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,2015,23335,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,2016,23920,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,2017,24593,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,2018,25489,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,2019,26313,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,2020,29405,b,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,2021,28337,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,2022,28239,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,2023,29609,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,2024,31246,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,Germany,2025,32711,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2008,16545,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2009,16716,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2010,16813,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2011,16988,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2012,17524,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,17469,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2014,17923,e,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,18314,e,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,18720,e,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,19111,e,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,19955,e,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Sixth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,20161,e,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,1995,17139,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,1996,18170,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,1997,18248,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,1998,17581,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,1999,18282,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,2000,19182,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,2001,19646,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,2005,19949,b,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,2006,19031,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,2007,22685,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,2008,23369,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,2009,23658,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,2010,24051,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,2011,24455,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,2012,25116,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,2013,25178,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,2014,25812,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,2015,26646,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,2016,27208,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,2017,28067,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,2018,28871,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,2019,29625,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,2020,33450,b,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,2021,32549,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,2022,32103,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,2023,33638,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,2024,35571,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,Germany,2025,37384,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2008,18848,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2009,19015,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2010,19216,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2011,19360,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2012,19949,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,19913,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2014,20542,e,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,20899,e,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,21331,e,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,21832,e,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,22674,e,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Seventh decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,22907,e,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,1995,19622,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,1996,20832,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,1997,20659,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,1998,20363,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,1999,21008,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,2000,21826,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,2001,22292,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,2005,22904,b,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,2006,21970,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,2007,26273,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,2008,27188,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,2009,27561,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,2010,28030,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,2011,28356,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,2012,29039,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,2013,29372,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,2014,29972,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,2015,31019,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,2016,31718,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,2017,32537,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,2018,33188,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,2019,33976,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,2020,38905,b,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,2021,38114,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,2022,37383,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,2023,39280,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,2024,41419,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,Germany,2025,43583,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2008,22019,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2009,22237,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2010,22428,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2011,22667,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2012,23290,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,23224,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2014,23917,e,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,24457,e,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,24831,e,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,25480,e,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,26380,e,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Eighth decile,Top cut-off point,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,26621,e,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Ninth decile,Top cut-off point,Euro,Germany,1995,24141,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Ninth decile,Top cut-off point,Euro,Germany,1996,25820,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Ninth decile,Top cut-off point,Euro,Germany,1997,25279,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Ninth decile,Top cut-off point,Euro,Germany,1998,24707,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Ninth decile,Top cut-off point,Euro,Germany,1999,25591,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Ninth decile,Top cut-off point,Euro,Germany,2000,26587,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Ninth decile,Top cut-off point,Euro,Germany,2001,27525,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Ninth decile,Top cut-off point,Euro,Germany,2005,27919,b,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Ninth decile,Top cut-off point,Euro,Germany,2006,26712,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Ninth decile,Top cut-off point,Euro,Germany,2007,32793,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Ninth decile,Top cut-off point,Euro,Germany,2008,34236,,
ESTAT:ILC_DI01(1.0),27/02/26 23:00:00,Annual,Ninth decile,Top cut-off point,Euro,Germany,2009,34315,,
