DATAFLOW,LAST UPDATE,freq,product,consom,unit,tax,currency,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,Germany,1998-S1,6.9997,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,Germany,1998-S2,6.8974,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,Germany,1999-S1,6.6417,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,Germany,1999-S2,6.2378,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,Germany,2000-S1,6.9280,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,Germany,2000-S2,8.0119,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,Germany,2001-S1,9.6481,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,Germany,2001-S2,9.8424,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,Germany,2002-S1,9.2400,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,Germany,2002-S2,8.8100,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,Germany,2003-S1,8.9300,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,Germany,2003-S2,9.1340,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,Germany,2004-S1,9.0990,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,Germany,2004-S2,9.0900,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,Germany,2005-S1,10.1600,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,Germany,2005-S2,10.4000,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,Germany,2006-S1,12.2500,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,Germany,2006-S2,13.3300,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,Germany,2007-S1,13.9700,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,Germany,2007-S2,13.1700,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),1991-S1,7.2900,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),1991-S2,7.3400,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),1992-S1,7.3800,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),1992-S2,7.0900,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),1993-S1,6.8100,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),1993-S2,6.9500,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),1994-S1,7.0300,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),1994-S2,6.8600,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),1995-S1,6.8500,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),1995-S2,6.6100,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),1996-S1,6.6400,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),1996-S2,6.7600,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),1997-S1,7.2200,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),1997-S2,7.4300,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),1998-S1,7.3400,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),1998-S2,7.0600,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),1999-S1,6.8100,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),1999-S2,6.7100,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),2000-S1,7.2400,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),2000-S2,7.8100,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),2001-S1,8.4900,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),2001-S2,8.7300,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),2002-S1,8.4200,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),2002-S2,8.2500,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),2003-S1,8.3700,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),2003-S2,8.4100,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),2004-S1,8.1800,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),2004-S2,8.1900,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),2005-S1,8.8400,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),2005-S2,9.3000,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),2006-S1,10.3900,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),2006-S2,11.3300,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),2007-S1,12.1700,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 15 countries (1995-2004),2007-S2,11.3200,p,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 25 countries (2004-2006),2004-S1,7.8900,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 25 countries (2004-2006),2004-S2,7.9100,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 25 countries (2004-2006),2005-S1,8.5400,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 25 countries (2004-2006),2005-S2,8.9700,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 25 countries (2004-2006),2006-S1,10.0600,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 25 countries (2004-2006),2006-S2,10.9100,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 25 countries (2004-2006),2007-S1,11.7600,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 27 countries (2007-2013),2005-S1,8.4600,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 27 countries (2007-2013),2005-S2,8.9100,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 27 countries (2007-2013),2006-S1,10.0000,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 27 countries (2007-2013),2006-S2,10.8300,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 27 countries (2007-2013),2007-S1,11.6800,,
ESTAT:NRG_PC_202_H(1.0),28/05/21 23:00:00,"Half-yearly, semesterly",Natural gas,Households - D3 (annual consumption: 83.70 GJ),Gigajoule (gross calorific value - GCV),Excluding taxes and levies,Euro,European Union - 27 countries (2007-2013),2007-S2,10.8600,p,
